extractor,vocabulary_size,kmeans_iterations,svm_iterations,accuracy,confusion_matrix
SIFT,500,200,1000,0.5393333333333333,"[[20.  1.  1.  2. 11.  4.  3. 31.  1.  7.  1. 11.  1.  1.  5.]
 [ 2. 58.  2.  6.  2.  0.  0.  0. 13.  0. 16.  0.  0.  0.  1.]
 [ 0.  0. 89.  0.  0.  0.  0.  0.  6.  0.  4.  0.  0.  1.  0.]
 [ 0. 20.  0. 52.  7.  5.  2.  0.  2.  1.  5.  0.  2.  3.  1.]
 [ 5.  0.  0.  4. 36. 10.  1.  6.  0.  1.  3. 11. 13.  4.  6.]
 [ 3.  0.  0.  2. 10. 54.  2.  5.  0.  0.  0.  9.  7.  0.  8.]
 [ 7.  0.  0.  0.  8. 11. 13. 30.  0. 12.  0. 17.  0.  2.  0.]
 [ 8.  0.  0.  1.  7.  2.  4. 54.  1.  6.  0.  9.  4.  0.  4.]
 [ 0.  6.  7.  0.  1.  0.  0.  0. 70.  0. 15.  0.  0.  1.  0.]
 [ 6.  0.  0.  0.  3.  9.  9. 21.  1. 48.  0.  2.  1.  0.  0.]
 [ 0. 15.  8.  2.  1.  0.  0.  1. 18.  0. 50.  1.  2.  2.  0.]
 [ 1.  0.  2.  0.  8.  9.  2.  3.  0.  1.  0. 68.  1.  3.  2.]
 [ 1.  1.  1.  4. 11.  6.  1.  5.  1.  0.  0.  6. 53.  1.  9.]
 [ 1.  0.  4.  1.  1.  2.  0.  3.  2.  0.  0.  1.  0. 84.  1.]
 [ 5.  2.  2.  1.  7.  7.  0.  1.  1.  1.  3.  3.  5.  2. 60.]]"
SIFT,500,200,5000,0.5386666666666666,"[[20.  1.  1.  2. 11.  4.  3. 31.  1.  7.  1. 11.  1.  1.  5.]
 [ 2. 58.  2.  6.  2.  0.  0.  0. 13.  0. 16.  0.  0.  0.  1.]
 [ 0.  0. 89.  0.  0.  0.  0.  0.  6.  0.  4.  0.  0.  1.  0.]
 [ 0. 19.  0. 52.  7.  5.  2.  0.  2.  1.  6.  0.  2.  3.  1.]
 [ 5.  0.  0.  4. 36. 10.  1.  6.  0.  1.  3. 11. 13.  4.  6.]
 [ 3.  0.  0.  2. 10. 54.  2.  5.  0.  0.  0.  9.  7.  0.  8.]
 [ 7.  0.  0.  0.  8. 11. 13. 30.  0. 12.  0. 17.  0.  2.  0.]
 [ 8.  0.  0.  1.  7.  2.  4. 54.  1.  6.  0.  9.  4.  0.  4.]
 [ 0.  6.  7.  0.  1.  0.  0.  0. 70.  0. 15.  0.  0.  1.  0.]
 [ 6.  0.  0.  0.  3.  9.  9. 21.  1. 48.  0.  2.  1.  0.  0.]
 [ 0. 15.  8.  3.  1.  0.  0.  1. 18.  0. 49.  1.  2.  2.  0.]
 [ 1.  0.  2.  0.  8.  9.  2.  3.  0.  1.  0. 68.  1.  3.  2.]
 [ 1.  1.  1.  4. 11.  6.  1.  5.  1.  0.  0.  6. 53.  1.  9.]
 [ 1.  0.  4.  1.  1.  2.  0.  3.  2.  0.  0.  1.  0. 84.  1.]
 [ 5.  2.  2.  1.  7.  7.  0.  1.  1.  1.  3.  3.  5.  2. 60.]]"
KAZE,100,100,1000,0.4325767690253672,"[[16.  1.  3.  1.  6.  5.  4. 38.  5.  6.  0.  4.  1.  3.  7.]
 [ 1. 47.  2.  8.  1.  2.  0.  1. 13.  2. 14.  1.  0.  0.  6.]
 [ 0.  0. 71.  1.  1.  0.  0.  1.  9.  0.  6.  8.  1.  1.  1.]
 [ 1. 16.  0. 50.  6.  3.  0.  0.  4.  1. 14.  0.  0.  2.  3.]
 [ 0.  0.  4.  3. 32.  7.  1.  9. 10.  0.  3. 10.  9.  3.  9.]
 [ 2.  2.  3.  1.  1. 46.  1.  7.  0.  0.  3. 20.  3.  3.  8.]
 [ 9.  0.  0.  1.  6. 13.  6. 39.  1.  9.  2.  6.  0.  2.  6.]
 [11.  0.  0.  0.  6.  2.  0. 59.  4.  1.  0.  6.  2.  3.  6.]
 [ 0. 11.  8.  1.  3.  2.  0.  0. 48.  0. 18.  2.  4.  1.  2.]
 [ 9.  0.  0.  3.  5. 11.  6. 20.  0. 26.  1.  3.  1.  4. 11.]
 [ 0. 12.  6.  1.  6.  3.  0.  1. 14.  0. 46.  2.  3.  2.  4.]
 [ 1.  0.  7.  0.  4.  8.  0.  5.  3.  0.  0. 64.  3.  0.  5.]
 [ 1.  1.  4.  0. 11.  5.  0.  2. 10.  1.  5.  7. 46.  3.  4.]
 [ 0.  0.  2.  1.  6.  2.  0.  8.  4.  1.  6.  5.  5. 51.  9.]
 [ 3.  2.  0.  2.  4.  9.  2. 10. 11.  2.  2.  9.  2.  2. 40.]]"
KAZE,100,100,5000,0.43057409879839786,"[[16.  1.  3.  1.  6.  5.  4. 38.  5.  6.  0.  4.  1.  3.  7.]
 [ 1. 44.  2.  8.  1.  2.  0.  1. 14.  1. 18.  1.  0.  0.  5.]
 [ 0.  0. 71.  1.  1.  0.  0.  1.  9.  0.  6.  8.  1.  1.  1.]
 [ 1. 17.  0. 50.  6.  3.  0.  0.  4.  1. 13.  0.  0.  2.  3.]
 [ 1.  0.  4.  2. 32.  7.  1.  9. 10.  0.  3. 10.  9.  3.  9.]
 [ 2.  2.  3.  1.  1. 46.  1.  7.  0.  0.  3. 20.  3.  3.  8.]
 [ 9.  0.  0.  1.  6. 13.  6. 39.  1.  9.  2.  6.  0.  2.  6.]
 [11.  0.  0.  0.  6.  2.  0. 59.  4.  1.  0.  6.  2.  3.  6.]
 [ 0. 12.  8.  0.  3.  2.  0.  0. 48.  0. 18.  2.  4.  1.  2.]
 [ 9.  0.  0.  3.  5. 11.  6. 20.  0. 26.  1.  3.  1.  4. 11.]
 [ 0. 12.  6.  1.  6.  3.  0.  1. 14.  0. 46.  2.  3.  2.  4.]
 [ 1.  0.  7.  0.  4.  8.  0.  5.  3.  0.  0. 64.  3.  0.  5.]
 [ 1.  1.  4.  0. 11.  5.  0.  2. 10.  1.  5.  7. 46.  3.  4.]
 [ 0.  0.  2.  1.  6.  2.  0.  8.  4.  1.  6.  5.  5. 51.  9.]
 [ 3.  2.  0.  2.  4.  9.  2. 10. 11.  2.  2.  9.  2.  2. 40.]]"
KAZE,100,200,1000,0.42923898531375165,"[[17.  0.  4.  2.  7. 10.  2. 36.  4.  4.  1.  5.  1.  2.  5.]
 [ 0. 45.  3. 10.  2.  1.  0.  0.  7.  2. 20.  1.  2.  0.  5.]
 [ 0.  0. 71.  1.  0.  0.  0.  0.  6.  0.  7.  8.  3.  3.  1.]
 [ 0. 17.  0. 53.  3.  3.  0.  0.  5.  2. 12.  0.  1.  2.  2.]
 [ 4.  1.  4.  1. 36.  6.  1.  4.  8.  3.  2. 13.  6.  2.  9.]
 [ 3.  1.  5.  1.  3. 44.  0.  7.  2.  4.  1. 14.  4.  5.  6.]
 [ 5.  0.  0.  0. 12. 19.  4. 40.  1.  7.  0.  5.  2.  0.  5.]
 [ 9.  0.  0.  0.  7.  3.  0. 55.  4.  3.  0.  7.  1.  5.  6.]
 [ 0. 14.  5.  1.  3.  0.  0.  0. 55.  1. 13.  1.  4.  1.  2.]
 [ 6.  0.  0.  2.  4. 16.  4. 23.  2. 26.  1.  2.  0.  4. 10.]
 [ 0. 15.  7.  5.  6.  2.  0.  2. 12.  1. 38.  1.  2.  4.  5.]
 [ 1.  1.  5.  0.  3. 13.  1.  4.  1.  0.  0. 62.  3.  2.  4.]
 [ 0.  1.  7.  0.  9.  5.  0.  3.  7.  0.  5.  3. 47.  4.  9.]
 [ 1.  1.  2.  1. 10.  4.  0.  2.  5.  1.  7.  4.  3. 52.  7.]
 [ 3.  5.  1.  4.  6. 10.  1. 10.  7.  1.  4.  7.  0.  3. 38.]]"
KAZE,100,200,5000,0.43057409879839786,"[[17.  0.  4.  3.  7. 10.  2. 36.  4.  4.  0.  5.  1.  2.  5.]
 [ 0. 47.  3. 10.  2.  1.  0.  0.  7.  2. 19.  1.  2.  0.  4.]
 [ 0.  0. 71.  1.  0.  0.  0.  0.  6.  0.  7.  8.  3.  3.  1.]
 [ 0. 17.  0. 52.  3.  3.  0.  0.  4.  2. 14.  0.  1.  2.  2.]
 [ 4.  1.  4.  1. 36.  6.  1.  4.  8.  3.  2. 13.  6.  2.  9.]
 [ 3.  1.  5.  1.  3. 44.  0.  7.  2.  4.  1. 14.  4.  5.  6.]
 [ 5.  0.  0.  0. 12. 19.  4. 40.  1.  7.  0.  5.  2.  0.  5.]
 [ 9.  0.  0.  0.  7.  3.  0. 55.  4.  3.  0.  7.  1.  5.  6.]
 [ 0. 12.  5.  1.  3.  0.  0.  0. 56.  1. 14.  1.  4.  1.  2.]
 [ 6.  0.  0.  2.  4. 16.  4. 23.  2. 26.  1.  2.  0.  4. 10.]
 [ 0. 15.  7.  5.  6.  2.  0.  2. 12.  1. 38.  1.  2.  4.  5.]
 [ 1.  1.  5.  0.  3. 13.  1.  4.  1.  0.  0. 62.  3.  2.  4.]
 [ 0.  2.  7.  0.  9.  5.  0.  3.  6.  0.  5.  3. 47.  4.  9.]
 [ 1.  0.  2.  1. 10.  4.  0.  2.  5.  1.  8.  4.  3. 52.  7.]
 [ 3.  5.  1.  4.  6. 10.  1. 10.  7.  1.  4.  7.  0.  3. 38.]]"
KAZE,200,100,1000,0.4539385847797063,"[[17.  0.  3.  0.  5.  7.  3. 43.  4.  5.  0.  4.  2.  2.  5.]
 [ 0. 52.  2. 12.  0.  0.  0.  0. 12.  1. 14.  0.  2.  1.  2.]
 [ 0.  0. 70.  0.  1.  0.  0.  1. 10.  0.  5.  8.  2.  1.  2.]
 [ 0. 13.  0. 62.  4.  2.  1.  0.  3.  1.  8.  1.  3.  1.  1.]
 [ 4.  0.  1.  3. 37.  7.  0.  5.  7.  1.  4. 14.  7.  1.  9.]
 [ 2.  0.  2.  1.  5. 49.  4.  4.  1.  2.  1. 17.  4.  2.  6.]
 [10.  0.  0.  1.  8. 16.  4. 40.  0.  6.  0.  6.  1.  1.  7.]
 [ 6.  0.  0.  0.  9.  4.  1. 60.  2.  1.  0.  6.  0.  3.  8.]
 [ 2.  8.  5.  1.  2.  0.  0.  0. 58.  0. 14.  3.  4.  1.  2.]
 [ 8.  0.  0.  2.  5. 12.  4. 25.  6. 23.  1.  3.  1.  2.  8.]
 [ 2. 14.  7.  6.  9.  0.  0.  0. 19.  0. 36.  2.  2.  2.  1.]
 [ 0.  1.  8.  0.  4.  7.  1.  4.  2.  0.  0. 70.  0.  1.  2.]
 [ 0.  0.  3.  0. 12.  4.  0.  4. 10.  0.  5.  2. 48.  2. 10.]
 [ 0.  0.  4.  2. 10.  3.  0.  4.  9.  0.  6.  4.  4. 49.  5.]
 [ 4.  3.  1.  1.  7.  7.  1. 14.  5.  1.  2.  7.  0.  2. 45.]]"
KAZE,200,100,5000,0.4552736982643525,"[[17.  0.  3.  0.  5.  7.  3. 43.  4.  5.  0.  4.  2.  2.  5.]
 [ 0. 53.  2. 12.  0.  0.  0.  0. 12.  1. 13.  0.  2.  1.  2.]
 [ 0.  0. 70.  0.  1.  0.  0.  1. 10.  0.  5.  8.  2.  1.  2.]
 [ 0. 13.  0. 62.  4.  2.  1.  0.  3.  1.  8.  1.  3.  1.  1.]
 [ 4.  0.  1.  3. 37.  7.  0.  5.  7.  1.  4. 14.  7.  1.  9.]
 [ 2.  0.  2.  1.  5. 49.  4.  4.  1.  2.  1. 17.  4.  2.  6.]
 [10.  0.  0.  1.  8. 16.  4. 40.  0.  6.  0.  6.  1.  1.  7.]
 [ 6.  0.  0.  0.  9.  4.  1. 60.  2.  1.  0.  6.  0.  3.  8.]
 [ 2.  8.  5.  1.  2.  0.  0.  0. 58.  0. 14.  3.  4.  1.  2.]
 [ 8.  0.  0.  2.  5. 12.  4. 25.  6. 23.  1.  3.  1.  2.  8.]
 [ 2. 15.  7.  5.  8.  0.  0.  0. 19.  0. 37.  2.  2.  2.  1.]
 [ 0.  1.  8.  0.  4.  7.  1.  4.  2.  0.  0. 70.  0.  1.  2.]
 [ 0.  0.  3.  0. 12.  4.  0.  4. 10.  0.  5.  2. 48.  2. 10.]
 [ 0.  0.  4.  2. 10.  3.  0.  4.  9.  0.  6.  4.  4. 49.  5.]
 [ 4.  3.  1.  1.  7.  7.  1. 14.  5.  1.  2.  7.  0.  2. 45.]]"
KAZE,200,200,1000,0.44659546061415223,"[[19.  1.  6.  1.  6.  9.  1. 37.  3.  1.  0.  3.  4.  4.  5.]
 [ 0. 49.  3. 11.  2.  2.  0.  0. 13.  1. 11.  0.  0.  1.  5.]
 [ 0.  0. 74.  0.  1.  0.  0.  0.  7.  0.  6.  7.  2.  1.  2.]
 [ 0. 18.  0. 52.  4.  4.  0.  0.  2.  1. 12.  0.  4.  2.  1.]
 [ 1.  2.  3.  1. 35. 10.  0.  6.  6.  1.  2. 14.  8.  4.  7.]
 [ 3.  1.  3.  1.  4. 45.  3.  4.  2.  2.  1. 18.  3.  2.  8.]
 [ 3.  1.  0.  0.  7. 21.  4. 47.  0.  7.  1.  5.  2.  1.  1.]
 [ 5.  0.  1.  0.  4.  3.  0. 66.  2.  1.  0.  7.  1.  5.  5.]
 [ 2.  8.  9.  1.  2.  0.  0.  1. 58.  1.  9.  2.  4.  1.  2.]
 [ 6.  0.  1.  2.  5. 13.  2. 27.  3. 24.  1.  3.  2.  2.  9.]
 [ 0. 16.  9.  5.  7.  1.  0.  1. 13.  0. 39.  1.  2.  2.  4.]
 [ 0.  0.  8.  0.  3.  6.  1.  5.  3.  0.  0. 65.  1.  2.  6.]
 [ 0.  0.  5.  0.  4.  3.  0.  3. 11.  0.  6.  4. 48.  3. 13.]
 [ 0.  0.  5.  1. 10.  3.  0.  6.  4.  1.  7.  4.  2. 49.  8.]
 [ 5.  4.  1.  1.  8.  6.  1. 12.  5.  1.  3.  8.  2.  1. 42.]]"
KAZE,200,200,5000,0.4472630173564753,"[[19.  1.  6.  1.  6.  9.  1. 37.  3.  1.  0.  3.  4.  4.  5.]
 [ 0. 49.  3. 11.  2.  2.  0.  0. 13.  1. 11.  0.  0.  1.  5.]
 [ 0.  0. 74.  0.  1.  0.  0.  0.  7.  0.  6.  7.  2.  1.  2.]
 [ 0. 19.  0. 51.  4.  4.  0.  0.  2.  1. 12.  0.  4.  2.  1.]
 [ 1.  2.  3.  1. 35. 10.  0.  6.  6.  1.  2. 14.  8.  4.  7.]
 [ 3.  0.  3.  1.  4. 46.  3.  4.  2.  2.  1. 18.  3.  2.  8.]
 [ 3.  1.  0.  0.  7. 21.  4. 47.  0.  7.  1.  5.  2.  1.  1.]
 [ 5.  0.  1.  0.  4.  3.  0. 66.  2.  1.  0.  7.  1.  5.  5.]
 [ 2.  8.  9.  1.  2.  0.  0.  1. 58.  1.  9.  2.  4.  1.  2.]
 [ 6.  0.  1.  2.  5. 13.  2. 27.  3. 24.  1.  3.  2.  2.  9.]
 [ 0. 15.  9.  5.  7.  1.  0.  1. 13.  0. 40.  1.  2.  2.  4.]
 [ 0.  0.  8.  0.  3.  6.  1.  5.  3.  0.  0. 65.  1.  2.  6.]
 [ 0.  0.  5.  0.  4.  3.  0.  3. 11.  0.  6.  4. 48.  3. 13.]
 [ 0.  0.  5.  1. 10.  3.  0.  6.  4.  1.  7.  4.  2. 49.  8.]
 [ 5.  4.  1.  1.  8.  6.  1. 12.  4.  1.  4.  8.  2.  1. 42.]]"
KAZE,500,100,1000,0.4666221628838451,"[[21.  0.  4.  1.  3.  9. 10. 34.  3.  2.  2.  3.  1.  3.  4.]
 [ 0. 53.  2. 12.  1.  4.  0.  0. 11.  1.  8.  0.  1.  3.  2.]
 [ 0.  0. 81.  1.  1.  0.  0.  1.  5.  0.  2.  5.  2.  0.  2.]
 [ 1. 13.  0. 60.  5.  2.  1.  0.  3.  1.  7.  0.  4.  3.  0.]
 [ 1.  4.  6.  1. 39. 11.  0.  4.  5.  1.  2. 12.  6.  2.  6.]
 [ 5.  0.  2.  0.  8. 46.  6.  5.  1.  3.  1. 14.  2.  2.  5.]
 [11.  1.  0.  0.  6. 15.  9. 27.  0.  7.  1. 11.  3.  2.  7.]
 [15.  0.  1.  0.  6.  3.  4. 47.  1.  0.  0.  7.  1.  7.  8.]
 [ 0.  9.  7.  4.  2.  0.  0.  0. 54.  0. 10.  2.  7.  3.  2.]
 [15.  1.  0.  1.  1. 13.  7. 19.  0. 29.  0.  5.  1.  2.  6.]
 [ 0. 14.  7.  8.  4.  1.  0.  2. 16.  0. 42.  1.  2.  2.  1.]
 [ 0.  0.  3.  0.  7.  8.  2.  3.  3.  0.  0. 68.  1.  1.  4.]
 [ 1.  0.  3.  0. 11.  3.  0.  3.  4.  0.  1.  6. 57.  3.  8.]
 [ 0.  0.  3.  0. 13.  3.  3.  2.  6.  0.  8.  4.  3. 53.  2.]
 [ 4.  4.  1.  2. 10.  5.  5. 11.  3.  1.  2.  8.  2.  2. 40.]]"
KAZE,500,100,5000,0.4666221628838451,"[[21.  0.  4.  1.  3.  9. 10. 34.  3.  2.  2.  3.  1.  3.  4.]
 [ 0. 50.  2. 12.  1.  4.  0.  0. 11.  1. 10.  0.  2.  3.  2.]
 [ 0.  0. 81.  1.  1.  0.  0.  1.  5.  0.  2.  5.  2.  0.  2.]
 [ 1. 14.  0. 60.  5.  2.  1.  0.  3.  1.  6.  0.  4.  3.  0.]
 [ 1.  4.  6.  1. 39. 11.  0.  4.  5.  1.  2. 12.  6.  2.  6.]
 [ 5.  0.  2.  0.  8. 47.  6.  5.  1.  3.  1. 14.  2.  2.  4.]
 [11.  1.  0.  0.  6. 15.  9. 27.  0.  7.  1. 11.  3.  2.  7.]
 [15.  0.  0.  0.  6.  3.  4. 47.  2.  0.  0.  7.  1.  7.  8.]
 [ 0.  8.  7.  3.  2.  0.  0.  0. 55.  0. 11.  2.  7.  3.  2.]
 [15.  1.  0.  1.  1. 13.  7. 19.  0. 29.  0.  5.  1.  2.  6.]
 [ 0. 14.  7.  8.  4.  1.  0.  2. 16.  0. 43.  1.  2.  1.  1.]
 [ 0.  0.  3.  0.  7.  8.  2.  3.  3.  0.  0. 68.  1.  1.  4.]
 [ 1.  0.  3.  0. 11.  3.  0.  3.  4.  0.  2.  6. 57.  2.  8.]
 [ 0.  0.  3.  0. 13.  3.  3.  2.  6.  0.  8.  4.  3. 53.  2.]
 [ 4.  4.  1.  2. 10.  5.  5. 11.  3.  1.  2.  8.  2.  2. 40.]]"
KAZE,500,200,1000,0.46194926568758343,"[[20.  0.  3.  0.  8.  6.  7. 34.  2.  7.  2.  4.  1.  3.  3.]
 [ 3. 44.  1. 13.  1.  1.  0.  0. 11.  1. 17.  2.  0.  1.  3.]
 [ 1.  1. 78.  0.  2.  0.  0.  0.  6.  0.  2.  5.  3.  1.  1.]
 [ 0. 14.  0. 56.  5.  1.  0.  0.  0.  1. 14.  1.  6.  0.  2.]
 [ 4.  2.  6.  1. 43.  6.  1.  6.  4.  1.  1. 12.  6.  1.  6.]
 [ 3.  0.  2.  0. 10. 50.  4.  8.  0.  2.  2. 10.  1.  1.  7.]
 [ 6.  1.  0.  0.  8. 15. 15. 35.  0.  7.  1.  4.  1.  3.  4.]
 [11.  0.  0.  0.  7.  3.  1. 58.  1.  4.  0.  5.  1.  6.  3.]
 [ 0.  8.  3.  2.  5.  0.  0.  1. 53.  0. 13.  5.  6.  1.  3.]
 [10.  0.  0.  2.  7. 11.  7. 20.  1. 29.  0.  6.  0.  2.  5.]
 [ 2. 16. 10.  6.  5.  0.  0.  1. 14.  1. 34.  4.  3.  0.  4.]
 [ 1.  0.  4.  1. 10.  4.  1.  5.  1.  0.  1. 68.  0.  0.  4.]
 [ 1.  2.  2.  0.  8.  6.  0.  2.  7.  1.  2.  4. 52.  6.  7.]
 [ 0.  0.  3.  0. 14.  2.  2.  2.  4.  0.  9.  5.  1. 56.  2.]
 [ 4.  4.  3.  1. 11.  9.  3.  8.  5.  4.  1.  5.  2.  4. 36.]]"
KAZE,500,200,5000,0.46328437917222964,"[[20.  0.  3.  0.  8.  6.  7. 34.  2.  7.  2.  4.  1.  3.  3.]
 [ 3. 40.  1. 14.  1.  1.  0.  0. 11.  1. 20.  2.  0.  1.  3.]
 [ 1.  1. 78.  0.  2.  0.  0.  0.  5.  0.  3.  5.  3.  1.  1.]
 [ 0. 14.  0. 56.  5.  1.  0.  0.  0.  1. 14.  1.  6.  0.  2.]
 [ 4.  3.  6.  1. 43.  6.  1.  6.  4.  1.  1. 12.  6.  1.  5.]
 [ 3.  0.  2.  0. 10. 50.  4.  8.  0.  2.  1. 10.  1.  1.  8.]
 [ 6.  1.  0.  0.  8. 15. 15. 35.  0.  7.  1.  4.  1.  3.  4.]
 [11.  0.  0.  0.  7.  3.  1. 58.  1.  4.  0.  5.  1.  6.  3.]
 [ 0.  8.  3.  2.  5.  0.  0.  1. 54.  0. 12.  5.  6.  1.  3.]
 [10.  0.  0.  2.  7. 11.  7. 20.  1. 29.  0.  6.  0.  2.  5.]
 [ 2. 14. 10.  5.  4.  0.  0.  1. 13.  1. 39.  4.  3.  0.  4.]
 [ 1.  0.  4.  1. 10.  4.  1.  5.  1.  0.  1. 68.  0.  0.  4.]
 [ 1.  1.  2.  0.  8.  7.  0.  2.  7.  1.  2.  4. 52.  6.  7.]
 [ 0.  0.  3.  0. 14.  2.  2.  2.  5.  0.  8.  5.  1. 56.  2.]
 [ 4.  4.  3.  1. 11.  9.  3.  8.  5.  4.  1.  5.  2.  4. 36.]]"
